CustomerID,Gender,SeniorCitizen,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_01161,Female,0,36,Month-to-month,Yes,Mailed check,58.98,2123.28,No
CUST_01162,Male,0,38,Month-to-month,No,Mailed check,100.26,3809.88,No
CUST_01163,Female,0,52,Month-to-month,Yes,Credit card (automatic),66.78,3472.56,No
CUST_01164,Female,0,15,Month-to-month,Yes,Bank transfer (automatic),53.22,798.3,No
CUST_01165,Male,0,46,Month-to-month,Yes,Bank transfer (automatic),57.56,2647.76,Yes
CUST_01166,Female,0,23,Month-to-month,Yes,Credit card (automatic),86.54,1990.42,Yes
CUST_01167,Male,0,12,Month-to-month,Yes,Bank transfer (automatic),86.42,1037.04,No
CUST_01168,Female,0,44,Two year,Yes,Bank transfer (automatic),43.01,1892.44,Yes
CUST_01169,Male,0,15,One year,Yes,Mailed check,76.36,1145.4,No
CUST_01170,Male,0,49,One year,No,Bank transfer (automatic),78.68,3855.32,No
CUST_01171,Female,0,21,Month-to-month,Yes,Electronic check,105.23,2209.83,Yes
CUST_01172,Male,0,15,Two year,Yes,Mailed check,59.25,888.75,No
CUST_01173,Male,0,14,Two year,Yes,Electronic check,68.97,965.58,No
CUST_01174,Male,0,42,Month-to-month,Yes,Credit card (automatic),95.19,3997.98,Yes
CUST_01175,Male,0,15,Month-to-month,Yes,Bank transfer (automatic),65.47,982.05,No
CUST_01176,Male,0,63,One year,Yes,Electronic check,55.51,3497.13,No
CUST_01177,Male,0,68,Month-to-month,Yes,Bank transfer (automatic),78.71,5352.28,No
CUST_01178,Female,0,27,Month-to-month,Yes,Electronic check,51.14,1380.78,Yes
CUST_01179,Male,0,53,One year,Yes,Mailed check,54.87,2908.11,Yes
CUST_01180,Male,0,52,One year,Yes,Credit card (automatic),63.69,3311.88,No
CUST_01181,Female,0,63,Month-to-month,Yes,Electronic check,56.48,3558.24,Yes
CUST_01182,Female,0,53,One year,No,Mailed check,46.31,2454.43,No
CUST_01183,Female,0,57,Two year,No,Credit card (automatic),53.16,3030.12,No
CUST_01184,Female,0,52,Month-to-month,No,Electronic check,93.86,4880.72,Yes
CUST_01185,Female,0,43,One year,No,Electronic check,81.69,3512.67,Yes
CUST_01186,Female,0,7,Month-to-month,No,Mailed check,82.78,579.46,No
CUST_01187,Female,1,42,Month-to-month,No,Credit card (automatic),78.48,3296.16,No
CUST_01188,Male,0,4,One year,No,Credit card (automatic),59.21,236.84,No
CUST_01189,Male,0,69,Month-to-month,Yes,Mailed check,277.5400982649187,4249.02,Yes
CUST_01190,Female,0,5,Month-to-month,Yes,Bank transfer (automatic),58.79,293.95,No
CUST_01191,Male,0,41,Month-to-month,No,Mailed check,97.51,3997.91,No
CUST_01192,Male,0,4,One year,No,Credit card (automatic),63.25,253.0,No
CUST_01193,Male,0,2,One year,Yes,Mailed check,79.52,159.04,No
CUST_01194,Female,0,67,Month-to-month,No,Bank transfer (automatic),92.24,6180.08,No
CUST_01195,Female,0,21,One year,Yes,Mailed check,49.69,1043.49,No
CUST_01196,Male,0,70,Month-to-month,Yes,Mailed check,80.62,5643.4,No
CUST_01197,Female,1,43,One year,Yes,Electronic check,62.2,2674.6,No
CUST_01198,Male,0,69,Month-to-month,Yes,Bank transfer (automatic),75.43,5204.67,Yes
CUST_01199,Male,1,9,One year,Yes,Credit card (automatic),67.13,604.17,No
CUST_01200,Male,0,28,Two year,No,Bank transfer (automatic),79.1,2214.8,No
CUST_01201,Male,0,26,Two year,No,Credit card (automatic),70.65,1836.9,No
CUST_01202,Female,0,3,Month-to-month,No,Credit card (automatic),104.22,312.66,No
CUST_01203,Female,0,49,Two year,Yes,Electronic check,31.48,1542.52,No
CUST_01204,Female,0,17,Month-to-month,No,Bank transfer (automatic),58.42,993.14,No
CUST_01205,Male,1,63,Two year,Yes,Electronic check,34.24,2157.12,No
CUST_01206,Female,1,55,Month-to-month,Yes,Mailed check,65.79,3618.45,No
CUST_01207,Male,0,23,Month-to-month,No,Bank transfer (automatic),76.51,1759.73,No
CUST_01208,Female,0,34,Month-to-month,Yes,Mailed check,88.52,3009.68,No
CUST_01209,Male,0,69,Month-to-month,Yes,Bank transfer (automatic),80.05,5523.45,No
CUST_01210,Male,1,15,One year,Yes,Credit card (automatic),85.16,1277.4,No
CUST_01211,Male,0,47,Two year,No,Mailed check,76.99,3618.53,No
CUST_01212,Female,0,3,One year,Yes,Bank transfer (automatic),48.18,144.54,Yes
CUST_01213,Female,0,28,One year,No,Bank transfer (automatic),82.65,2314.2,No
CUST_01214,Female,0,3,Two year,No,Mailed check,54.09,162.27,Yes
CUST_01215,Female,1,4,Month-to-month,No,Electronic check,77.2,308.8,Yes
CUST_01216,Male,0,31,Month-to-month,No,Bank transfer (automatic),97.1,3010.1,No
CUST_01217,Female,0,45,Month-to-month,Yes,Electronic check,55.59,2501.55,Yes
CUST_01218,Female,0,59,Month-to-month,Yes,Electronic check,102.95,6074.05,No
CUST_01219,Male,0,45,Month-to-month,Yes,Electronic check,90.25,4061.25,Yes
CUST_01220,Male,0,37,Month-to-month,Yes,Electronic check,102.52,3793.24,Yes
CUST_01221,Male,0,65,Month-to-month,No,Electronic check,109.67,7128.55,No
CUST_01222,Female,0,9,Month-to-month,Yes,Credit card (automatic),81.08,729.72,No
CUST_01223,Male,1,17,Two year,Yes,Electronic check,34.66,589.22,Yes
CUST_01224,Male,0,65,Month-to-month,No,Credit card (automatic),59.99,3899.35,No
CUST_01225,Male,0,3,One year,No,Bank transfer (automatic),56.18,168.54,No
CUST_01226,Female,1,26,One year,No,Credit card (automatic),45.18,1174.68,No
CUST_01227,Male,0,53,One year,No,Credit card (automatic),80.77,4280.81,No
CUST_01228,Female,0,31,Month-to-month,No,Electronic check,67.81,2102.11,Yes
CUST_01229,Female,0,26,Month-to-month,No,Bank transfer (automatic),108.55,2822.3,No
CUST_01230,Male,0,23,Month-to-month,Yes,Bank transfer (automatic),92.16,2119.68,Yes
CUST_01231,Male,0,30,Month-to-month,No,Bank transfer (automatic),60.41,1812.3,Yes
CUST_01232,Female,1,10,Month-to-month,Yes,Mailed check,78.56,785.6,Yes
CUST_01233,Male,0,72,One year,Yes,Credit card (automatic),63.34,4560.48,No
CUST_01234,Male,0,64,One year,Yes,Electronic check,64.63,4136.32,No
CUST_01235,Female,0,22,One year,No,Mailed check,66.78,1469.16,No
CUST_01236,Female,0,15,Month-to-month,No,Electronic check,51.87,778.05,No
CUST_01237,Male,0,56,Month-to-month,Yes,Mailed check,91.18,5106.08,No
CUST_01238,Female,0,20,Two year,Yes,Bank transfer (automatic),54.36,1087.2,No
CUST_01239,Male,0,47,Month-to-month,No,Mailed check,97.46,4580.62,Yes
CUST_01240,Male,0,53,One year,No,Bank transfer (automatic),80.77,4280.81,No
CUST_01241,Male,1,53,Two year,Yes,Mailed check,41.53,2201.09,No
CUST_01242,Female,0,1,Month-to-month,Yes,Electronic check,52.91,52.91,No
CUST_01243,Male,0,2,Month-to-month,No,Electronic check,92.19,184.38,No
CUST_01244,Male,0,58,Month-to-month,Yes,Mailed check,108.67,6302.86,No
CUST_01245,Male,0,19,Month-to-month,No,Credit card (automatic),76.8,1459.2,Yes
CUST_01246,Female,0,62,Month-to-month,Yes,Credit card (automatic),65.58,4065.96,Yes
CUST_01247,Female,0,72,Month-to-month,Yes,Mailed check,59.4,4276.8,No
CUST_01248,Female,0,12,Month-to-month,Yes,Credit card (automatic),67.25,807.0,Yes
CUST_01249,Female,0,26,One year,Yes,Electronic check,56.4,1466.4,No
CUST_01250,Female,1,27,Two year,Yes,Credit card (automatic),51.19,1382.13,No
CUST_01251,Male,1,29,Month-to-month,Yes,Mailed check,89.32,2590.28,Yes
CUST_01252,Female,1,15,Two year,No,Credit card (automatic),43.66,654.9,No
CUST_01253,Female,0,46,Two year,Yes,Mailed check,32.55,1497.3,No
CUST_01254,Female,0,1,Two year,No,Electronic check,48.66,48.66,No
CUST_01255,Male,0,60,Two year,Yes,Bank transfer (automatic),72.78,4366.8,No
CUST_01256,Female,0,57,Month-to-month,No,Electronic check,79.9,4554.3,Yes
CUST_01257,Female,0,3,Month-to-month,Yes,Electronic check,107.89,323.67,No
CUST_01258,Male,0,18,One year,Yes,Mailed check,65.18,1173.24,No
CUST_01259,Female,0,52,One year,Yes,Electronic check,53.79,2797.08,No
CUST_01260,Male,0,60,Two year,Yes,Electronic check,39.67,2380.2,No
CUST_01261,Male,0,34,Two year,No,Credit card (automatic),64.73,2200.82,No
CUST_01262,Male,0,60,One year,No,Mailed check,66.82,4009.2,No
CUST_01263,Male,0,26,Month-to-month,No,Credit card (automatic),86.24,2242.24,No
CUST_01264,Male,0,72,Month-to-month,Yes,Mailed check,95.31,6862.32,No
CUST_01265,Female,0,19,Month-to-month,No,Credit card (automatic),93.55,1777.45,No
CUST_01266,Male,0,22,One year,No,Credit card (automatic),42.17,927.74,Yes
CUST_01267,Male,0,33,One year,No,Bank transfer (automatic),80.13,2644.29,No
CUST_01268,Female,0,38,Two year,No,Electronic check,56.64,2304.2200000000003,No
CUST_01269,Male,0,35,One year,Yes,Credit card (automatic),59.59,2085.65,Yes
CUST_01270,Female,0,67,Two year,Yes,Bank transfer (automatic),56.88,3810.96,No
CUST_01271,Female,0,10,One year,Yes,Credit card (automatic),70.62,706.2,No
CUST_01272,Female,1,15,Two year,No,Credit card (automatic),37.48,562.2,No
CUST_01273,Male,0,11,Month-to-month,Yes,Bank transfer (automatic),75.04,825.44,No
CUST_01274,Male,0,24,Two year,No,Bank transfer (automatic),46.78,1122.72,No
CUST_01275,Male,0,4,One year,Yes,Bank transfer (automatic),57.52,230.08,No
CUST_01276,Female,1,13,Month-to-month,Yes,Electronic check,55.48,721.24,No
CUST_01277,Male,0,57,Month-to-month,Yes,Electronic check,59.59,3396.63,No
CUST_01278,Male,0,37,Two year,Yes,Credit card (automatic),38.09,1409.33,No
CUST_01279,Male,0,48,Month-to-month,No,Electronic check,72.39,3474.72,No
CUST_01280,Female,1,71,Month-to-month,Yes,Bank transfer (automatic),103.67,7360.57,No
CUST_01281,Female,0,1,Month-to-month,No,Mailed check,62.36,62.36,Yes
CUST_01282,Male,0,60,One year,Yes,Electronic check,60.81,3648.6,No
CUST_01283,Male,0,12,Two year,Yes,Bank transfer (automatic),45.58,546.96,No
CUST_01284,Male,0,21,Month-to-month,No,Bank transfer (automatic),97.24,2042.04,Yes
CUST_01285,Male,0,11,Month-to-month,Yes,Bank transfer (automatic),53.01,583.11,Yes
CUST_01286,Female,0,44,Two year,No,Bank transfer (automatic),39.83,1752.52,No
CUST_01287,Female,0,58,Two year,No,Credit card (automatic),40.53,2350.74,No
CUST_01288,Female,0,44,Two year,No,Bank transfer (automatic),79.65,3504.6,No
CUST_01289,Female,0,34,Month-to-month,Yes,Bank transfer (automatic),84.25,2864.5,No
CUST_01290,Male,1,25,Month-to-month,Yes,Credit card (automatic),58.34,1458.5,No
CUST_01291,Male,0,4,Month-to-month,No,Electronic check,66.33,265.32,Yes
CUST_01292,Male,0,64,One year,No,Mailed check,48.39,3096.96,No
CUST_01293,Female,0,16,Month-to-month,No,Credit card (automatic),57.48,919.68,Yes
CUST_01294,Male,0,10,Month-to-month,Yes,Credit card (automatic),97.83,978.3,Yes
CUST_01295,Female,0,66,Month-to-month,Yes,Electronic check,79.75,5263.5,No
CUST_01296,Female,0,35,Month-to-month,Yes,Electronic check,87.87,3075.45,Yes
CUST_01297,Male,0,6,Two year,No,Bank transfer (automatic),46.56,279.36,No
CUST_01298,Male,0,19,Month-to-month,Yes,Electronic check,83.22,1581.18,No
CUST_01299,Male,0,59,One year,Yes,Mailed check,52.88,3119.92,No
CUST_01300,Female,0,53,Two year,No,Credit card (automatic),45.4,2406.2,No
CUST_01301,Male,0,8,Month-to-month,Yes,Mailed check,89.13,713.04,Yes
CUST_01302,Female,1,10,One year,Yes,Bank transfer (automatic),47.52,475.2,No
CUST_01303,Male,0,67,Two year,Yes,Mailed check,60.86,4077.62,No
CUST_01304,Female,1,38,Two year,Yes,Bank transfer (automatic),72.61,2759.18,No
CUST_01305,Female,0,29,Month-to-month,Yes,Mailed check,57.23,1659.67,No
CUST_01306,Male,1,15,Month-to-month,Yes,Credit card (automatic),103.85,1557.75,Yes
CUST_01307,Female,0,23,Month-to-month,Yes,Mailed check,54.77,1259.71,No
CUST_01308,Female,0,46,One year,Yes,Electronic check,57.45,2642.7,No
CUST_01309,Male,0,28,One year,Yes,Mailed check,70.53,1974.84,No
CUST_01310,Female,0,26,One year,No,Credit card (automatic),67.97,1767.22,No
CUST_01311,Male,0,10,Month-to-month,Yes,Bank transfer (automatic),55.78,557.8,No
CUST_01312,Female,0,47,Month-to-month,Yes,Mailed check,97.93,4602.71,No
CUST_01313,Male,0,4,One year,Yes,Mailed check,88.66,354.64,Yes
CUST_01314,Male,0,55,Month-to-month,Yes,Electronic check,60.87,3347.85,No
CUST_01315,Female,0,66,One year,Yes,Bank transfer (automatic),84.76,5594.16,No
CUST_01316,Female,0,67,Month-to-month,Yes,Bank transfer (automatic),83.41,5588.47,No
CUST_01317,Female,0,7,Month-to-month,No,Bank transfer (automatic),106.16,743.12,No
CUST_01318,Female,0,55,Month-to-month,Yes,Credit card (automatic),60.57,3331.35,No
CUST_01319,Female,0,31,Month-to-month,No,Credit card (automatic),97.52,3023.12,No
CUST_01320,Male,0,19,Month-to-month,Yes,Electronic check,53.59,1018.21,No
CUST_01321,Female,0,28,Month-to-month,Yes,Mailed check,102.99,2883.72,No
CUST_01322,Male,0,28,Month-to-month,Yes,Credit card (automatic),90.45,2532.6,No
CUST_01323,Male,0,19,Month-to-month,No,Bank transfer (automatic),72.22,1372.18,Yes
CUST_01324,Female,0,20,Month-to-month,Yes,Mailed check,61.43,1228.6,No
CUST_01325,Male,0,13,One year,Yes,Mailed check,80.83,1050.79,No
CUST_01326,Male,0,43,Month-to-month,Yes,Mailed check,86.19,3706.17,No
CUST_01327,Male,0,11,One year,Yes,Electronic check,58.02,638.22,No
CUST_01328,Male,0,48,One year,No,Credit card (automatic),62.19,2985.12,No
CUST_01329,Female,0,15,One year,Yes,Credit card (automatic),81.33,1219.95,No
CUST_01330,Male,0,17,Two year,No,Mailed check,46.95,798.15,No
CUST_01331,Female,0,54,Month-to-month,No,Electronic check,55.38,2990.52,Yes
CUST_01332,Female,0,50,One year,Yes,Electronic check,85.56,4278.0,Yes
CUST_01333,Male,0,28,Two year,Yes,Credit card (automatic),49.37,2304.2200000000003,No
CUST_01334,Female,0,4,Two year,No,Credit card (automatic),47.42,189.68,No
CUST_01335,Female,0,22,Month-to-month,Yes,Electronic check,62.26,1369.72,Yes
CUST_01336,Female,0,39,Month-to-month,Yes,Bank transfer (automatic),103.85,4050.15,Yes
CUST_01337,Male,1,34,Month-to-month,No,Electronic check,63.05,2143.7,Yes
CUST_01338,Female,0,44,One year,No,Bank transfer (automatic),71.83,3160.52,No
CUST_01339,Female,1,42,One year,No,Credit card (automatic),84.04,3529.68,No
CUST_01340,Female,0,40,Month-to-month,No,Electronic check,52.09,2083.6,Yes
CUST_01341,Male,0,12,One year,Yes,Electronic check,81.44,977.28,No
CUST_01342,Female,0,2,One year,Yes,Electronic check,60.53,121.06,No
CUST_01343,Male,0,28,Month-to-month,Yes,Electronic check,89.48,2505.44,Yes
CUST_01344,Male,0,67,Two year,No,Mailed check,48.62,3257.54,No
CUST_01345,Male,0,71,Two year,No,Mailed check,64.78,4599.38,No
CUST_01346,Male,0,72,Month-to-month,Yes,Credit card (automatic),65.26,4698.72,No
CUST_01347,Male,1,10,One year,Yes,Credit card (automatic),41.1,411.0,No
CUST_01348,Male,0,57,Month-to-month,Yes,Electronic check,106.87,6091.59,No
CUST_01349,Female,0,37,One year,No,Mailed check,40.82,1510.34,Yes
CUST_01350,Male,0,64,Two year,Yes,Credit card (automatic),71.2,4556.8,No
CUST_01351,Female,0,40,Two year,Yes,Bank transfer (automatic),38.46,1538.4,No
CUST_01352,Female,0,60,Month-to-month,No,Mailed check,73.53,4411.8,No
CUST_01353,Male,0,48,Month-to-month,No,Mailed check,99.35,4768.8,No
CUST_01354,Female,1,19,Month-to-month,Yes,Mailed check,62.36,1184.84,Yes
CUST_01355,Female,0,72,One year,No,Electronic check,83.29,5996.88,No
CUST_01356,Female,0,33,Month-to-month,Yes,Bank transfer (automatic),79.87,2635.71,No
CUST_01357,Female,0,44,One year,Yes,Electronic check,58.31,2565.64,No
CUST_01358,Male,0,37,Month-to-month,Yes,Credit card (automatic),89.75,3320.75,No
CUST_01359,Female,0,36,Month-to-month,No,Bank transfer (automatic),70.48,2537.28,Yes
CUST_01360,Male,0,21,Month-to-month,No,Electronic check,70.84,1487.64,No
CUST_01361,Female,0,2,Two year,Yes,Mailed check,66.68,133.36,No
CUST_01362,Female,0,31,One year,No,Bank transfer (automatic),55.49,1720.19,No
CUST_01363,Male,0,30,Month-to-month,Yes,Mailed check,62.05,1861.5,Yes
CUST_01364,Female,0,44,Month-to-month,No,Credit card (automatic),98.46,4332.24,No
CUST_01365,Female,0,12,One year,No,Bank transfer (automatic),80.27,963.24,No
CUST_01366,Female,0,51,Month-to-month,Yes,Credit card (automatic),79.86,4072.86,No
CUST_01367,Male,0,49,One year,Yes,Credit card (automatic),66.33,3250.17,No
CUST_01368,Female,0,24,Two year,No,Credit card (automatic),64.8,1555.2,No
CUST_01369,Male,0,24,One year,Yes,Bank transfer (automatic),65.46,1571.04,Yes
CUST_01370,Female,0,60,One year,No,Credit card (automatic),60.85,3651.0,No
CUST_01371,Male,0,11,One year,Yes,Electronic check,89.74,987.14,Yes
CUST_01372,Male,0,13,Two year,No,Electronic check,37.38,485.94,No
CUST_01373,Female,0,72,Two year,Yes,Credit card (automatic),59.64,4294.08,No
CUST_01374,Female,0,72,One year,Yes,Mailed check,84.29,6068.88,No
CUST_01375,Male,0,64,Month-to-month,Yes,Credit card (automatic),91.23,5838.72,No
CUST_01376,Male,0,20,Month-to-month,No,Credit card (automatic),102.86,2057.2,No
CUST_01377,Female,0,72,Month-to-month,Yes,Mailed check,70.18,5052.96,No
CUST_01378,Male,1,71,One year,Yes,Bank transfer (automatic),53.6,3805.6,No
CUST_01379,Female,0,28,One year,No,Bank transfer (automatic),82.56,2311.68,Yes
CUST_01380,Female,0,2,Month-to-month,No,Credit card (automatic),73.65,147.3,Yes
CUST_01381,Female,0,43,Month-to-month,Yes,Electronic check,92.58,3980.94,No
CUST_01382,Female,0,8,Month-to-month,No,Electronic check,58.86,470.88,Yes
CUST_01383,Male,1,13,Two year,No,Electronic check,67.79,881.27,No
CUST_01384,Female,0,35,One year,Yes,Credit card (automatic),67.45,2360.75,No
CUST_01385,Male,1,23,One year,Yes,Electronic check,53.43,1228.89,No
CUST_01386,Female,1,46,Month-to-month,No,Electronic check,79.67,3664.82,Yes
CUST_01387,Male,1,15,One year,No,Bank transfer (automatic),74.85,1122.75,No
CUST_01388,Female,0,2,Month-to-month,Yes,Credit card (automatic),50.71,101.42,No
CUST_01389,Male,0,61,One year,Yes,Bank transfer (automatic),71.87,4384.07,No
CUST_01390,Male,0,64,Month-to-month,Yes,Mailed check,82.5,5280.0,No
CUST_01391,Female,0,52,Month-to-month,Yes,Bank transfer (automatic),63.22,3287.44,No
CUST_01392,Female,0,36,Month-to-month,Yes,Credit card (automatic),95.18,3426.48,No
CUST_01393,Female,0,67,Month-to-month,Yes,Electronic check,68.21,4570.07,No
CUST_01394,Female,0,69,Two year,No,Credit card (automatic),43.84,3024.96,No
CUST_01395,Male,0,67,Month-to-month,No,Bank transfer (automatic),78.27,5244.09,No
CUST_01396,Female,0,47,Month-to-month,Yes,Credit card (automatic),90.57,4256.79,Yes
CUST_01397,Male,0,2,One year,Yes,Credit card (automatic),86.44,172.88,Yes
CUST_01398,Male,0,44,Two year,Yes,Bank transfer (automatic),37.07,1631.08,No
CUST_01399,Female,0,64,Month-to-month,Yes,Bank transfer (automatic),73.79,4722.56,Yes
CUST_01400,Male,0,28,One year,No,Mailed check,43.35,1213.8,No
CUST_01401,Male,0,54,Two year,No,Mailed check,67.93,3668.22,No
CUST_01402,Male,0,67,Month-to-month,Yes,Bank transfer (automatic),76.86,5149.62,No
CUST_01403,Male,1,36,Month-to-month,Yes,Credit card (automatic),92.42,3327.12,No
CUST_01404,Female,0,63,Month-to-month,Yes,Bank transfer (automatic),69.33,4367.79,No
CUST_01405,Female,0,25,Two year,No,Electronic check,72.22,1805.5,No
CUST_01406,Female,0,48,Month-to-month,Yes,Mailed check,82.09,3940.32,No
CUST_01407,Female,0,39,Month-to-month,No,Electronic check,106.62,4158.18,Yes
CUST_01408,Male,0,47,One year,No,Credit card (automatic),43.94,2065.18,No
CUST_01409,Male,0,21,One year,Yes,Electronic check,65.71,1379.91,Yes
CUST_01410,Female,0,30,Month-to-month,No,Bank transfer (automatic),95.99,2879.7,No
CUST_01411,Female,0,31,One year,No,Bank transfer (automatic),70.01,2170.31,No
CUST_01412,Female,0,26,Month-to-month,No,Bank transfer (automatic),51.39,1336.14,No
CUST_01413,Male,0,22,Month-to-month,No,Electronic check,108.34,2383.48,Yes
CUST_01414,Female,1,21,One year,Yes,Electronic check,54.91,1153.11,Yes
CUST_01415,Female,1,1,Two year,Yes,Electronic check,42.46,42.46,No
CUST_01416,Female,0,37,Month-to-month,No,Bank transfer (automatic),79.14,2928.18,No
CUST_01417,Male,0,46,Two year,No,Bank transfer (automatic),57.11,2627.06,No
CUST_01418,Male,0,9,One year,No,Bank transfer (automatic),78.31,704.79,No
CUST_01419,Male,0,17,Month-to-month,Yes,Electronic check,73.6,1251.2,Yes
CUST_01420,Male,0,47,One year,No,Electronic check,62.0,2914.0,No
CUST_01421,Male,1,59,Month-to-month,Yes,Credit card (automatic),82.1,4843.9,No
CUST_01422,Male,0,54,Two year,Yes,Mailed check,49.72,2684.88,No
CUST_01423,Male,0,12,Two year,Yes,Bank transfer (automatic),75.73,908.76,No
CUST_01424,Male,0,64,Month-to-month,Yes,Electronic check,101.08,6469.12,Yes
CUST_01425,Female,1,6,Month-to-month,Yes,Mailed check,77.3,463.8,Yes
CUST_01426,Female,0,53,Month-to-month,No,Electronic check,50.01,2650.53,No
CUST_01427,Male,0,16,Month-to-month,Yes,Electronic check,104.06,1664.96,No
CUST_01428,Male,0,5,Month-to-month,Yes,Bank transfer (automatic),57.46,287.3,No
CUST_01429,Female,0,46,Month-to-month,Yes,Mailed check,64.67,2974.82,Yes
CUST_01430,Male,0,14,One year,Yes,Electronic check,47.62,666.68,No
CUST_01431,Male,1,44,Month-to-month,No,Mailed check,60.79,2674.76,No
CUST_01432,Male,0,63,Two year,Yes,Mailed check,70.14,4418.82,No
CUST_01433,Female,0,52,Two year,Yes,Bank transfer (automatic),58.98,3066.96,No
CUST_01434,Female,0,26,Month-to-month,No,Mailed check,107.37,2791.62,No
CUST_01435,Female,0,53,Two year,No,Credit card (automatic),41.57,2203.21,No
CUST_01436,Female,0,29,Month-to-month,No,Credit card (automatic),79.14,2295.06,No
CUST_01437,Female,0,19,Month-to-month,No,Bank transfer (automatic),108.65,2064.35,Yes
CUST_01438,Male,0,47,One year,No,Bank transfer (automatic),81.32,3822.04,No
CUST_01439,Female,0,8,Month-to-month,Yes,Credit card (automatic),93.72,749.76,No
CUST_01440,Male,0,23,One year,No,Bank transfer (automatic),49.45,1137.35,No
CUST_01441,Male,0,35,Two year,No,Mailed check,68.47,2396.45,No
CUST_01442,Female,1,53,Two year,Yes,Electronic check,47.38,2511.14,No
CUST_01443,Female,0,58,One year,No,Bank transfer (automatic),66.53,3858.74,Yes
CUST_01444,Male,0,5,Two year,No,Credit card (automatic),60.46,302.3,No
CUST_01445,Male,0,16,Month-to-month,Yes,Electronic check,86.56,1384.96,Yes
CUST_01446,Male,0,17,Month-to-month,Yes,Mailed check,93.59,1591.03,No
CUST_01447,Female,0,32,One year,No,Electronic check,73.09,2338.88,No
CUST_01448,Female,0,52,Month-to-month,Yes,Credit card (automatic),54.1,2813.2,No
CUST_01449,Female,0,20,Month-to-month,Yes,Electronic check,77.44,1548.8,No
CUST_01450,Female,0,66,Month-to-month,No,Credit card (automatic),89.84,5929.44,No
CUST_01451,Female,0,1,One year,Yes,Bank transfer (automatic),54.8,54.8,No
CUST_01452,Male,0,58,Month-to-month,Yes,Bank transfer (automatic),68.78,3989.24,No
CUST_01453,Female,1,44,One year,No,Credit card (automatic),46.23,2034.12,Yes
CUST_01454,Male,0,6,Month-to-month,No,Bank transfer (automatic),75.12,450.72,No
CUST_01455,Male,0,50,Month-to-month,Yes,Mailed check,109.21,5460.5,No
CUST_01456,Male,1,72,Month-to-month,No,Electronic check,67.12,4832.64,No
CUST_01457,Female,1,20,Month-to-month,Yes,Credit card (automatic),81.89,1637.8,Yes
CUST_01458,Female,0,14,Two year,Yes,Credit card (automatic),67.16,940.24,Yes
CUST_01459,Female,0,5,Month-to-month,Yes,Credit card (automatic),50.81,254.05,No
CUST_01460,Male,0,41,Month-to-month,No,Mailed check,104.03,4265.23,Yes
CUST_01461,Male,0,40,One year,Yes,Mailed check,59.33,2373.2,No
CUST_01462,Male,0,34,Month-to-month,Yes,Mailed check,102.15,3473.1,Yes
CUST_01463,Male,0,45,Month-to-month,No,Credit card (automatic),52.34,2355.3,Yes
CUST_01464,Male,0,71,Month-to-month,Yes,Mailed check,58.74,4170.54,Yes
CUST_01465,Male,0,71,Two year,No,Bank transfer (automatic),46.13,3275.23,No
CUST_01466,Female,0,27,One year,Yes,Electronic check,57.27,1546.29,No
CUST_01467,Female,0,44,Month-to-month,No,Bank transfer (automatic),100.87,4438.28,No
CUST_01468,Female,0,33,Month-to-month,Yes,Bank transfer (automatic),50.67,1672.11,No
CUST_01469,Female,0,33,Month-to-month,Yes,Mailed check,88.47,2919.51,Yes
CUST_01470,Male,0,44,Month-to-month,Yes,Credit card (automatic),57.88,2546.72,Yes
CUST_01471,Male,1,20,One year,No,Bank transfer (automatic),81.16,1623.2,Yes
CUST_01472,Female,0,36,Two year,No,Electronic check,68.93,2481.48,No
CUST_01473,Male,0,7,Month-to-month,Yes,Mailed check,80.0,560.0,No
CUST_01474,Female,0,32,Two year,No,Bank transfer (automatic),40.63,1300.16,No
CUST_01475,Female,0,67,Month-to-month,Yes,Mailed check,88.07,5900.69,No
CUST_01476,Female,1,39,Month-to-month,No,Electronic check,59.38,2315.82,No
CUST_01477,Male,0,24,Month-to-month,No,Mailed check,61.4,1473.6,No
CUST_01478,Female,0,70,Month-to-month,No,Credit card (automatic),87.6,6132.0,No
CUST_01479,Female,0,54,Two year,No,Bank transfer (automatic),79.56,4296.24,No
CUST_01480,Female,0,38,Month-to-month,No,Bank transfer (automatic),103.46,3931.48,No
CUST_01481,Male,0,32,Month-to-month,Yes,Credit card (automatic),85.59,2738.88,Yes
CUST_01482,Male,0,45,Two year,No,Electronic check,56.93,2561.85,No
CUST_01483,Female,0,61,Two year,No,Electronic check,79.92,4875.12,No
CUST_01484,Male,0,70,Two year,No,Mailed check,57.37,4015.9,No
CUST_01485,Male,0,53,Two year,Yes,Bank transfer (automatic),51.01,2703.53,No
CUST_01486,Male,1,51,Month-to-month,Yes,Electronic check,104.57,5333.07,No
CUST_01487,Male,0,56,Two year,Yes,Credit card (automatic),41.71,2335.76,No
CUST_01488,Male,0,27,One year,No,Credit card (automatic),44.88,1211.76,No
CUST_01489,Male,0,38,Two year,Yes,Credit card (automatic),61.7,2344.6,No
CUST_01490,Male,1,62,Two year,Yes,Electronic check,34.79,2156.98,No
CUST_01491,Male,0,18,Month-to-month,Yes,Credit card (automatic),72.39,1303.02,Yes
CUST_01492,Male,0,64,Two year,Yes,Bank transfer (automatic),51.18,3275.52,No
